# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
ORAIS,0.75,1,Washed dishes.,Interest in Home-Making
ORAIS,0.6,1,Made an entry in a diary or journal.,Interest in Journaling
ORAIS,0.6,1,Put pictures in a photo album.,Interest in Journaling
ORAIS,0.6,1,Worked on a scrap book.,Interest in Journaling
ORAIS,0.6,1,Wrote a handwritten letter.,Interest in Journaling
ORAIS,0.6,1,Wrote a postcard.,Interest in Journaling
ORAIS,0.6,1,Wrote a thank-you note.,Interest in Journaling
ORAIS,0.6,1,Wrote poetry.,Interest in Journaling
ORAIS,0.75,1,Bought or sold real estate.,Interest in Money
ORAIS,0.75,1,Bought or sold stocks or bonds.,Interest in Money
ORAIS,0.75,1,Obtained stock market prices.,Interest in Money
ORAIS,0.75,1,Purchased a commodity as an investment.,Interest in Money
ORAIS,0.75,1,Read a book on a financial topic.,Interest in Money
ORAIS,0.75,1,Worked on a retirement plan.,Interest in Money
ORAIS,0.77,1,Downloaded music from the Internet.,Interest in Music
ORAIS,0.77,1,Listened to music on the radio.,Interest in Music
ORAIS,0.77,1,Listened to music while working.,Interest in Music
ORAIS,0.77,1,Purchased a musical album.,Interest in Music
ORAIS,0.77,1,Read music-related news.,Interest in Music
ORAIS,0.77,1,Shopped in a music store.,Interest in Music
ORAIS,0.77,1,Traded music with a friend.,Interest in Music
ORAIS,0.77,1,Used an mp3 player or Ipod.,Interest in Music
ORAIS,0.74,1,Walked on a beach.,Interest in Outdoor Activities
ORAIS,0.74,1,Went backpacking or camping.,Interest in Outdoor Activities
ORAIS,0.74,1,Went boating or rafting.,Interest in Outdoor Activities
ORAIS,0.74,1,Went fishing or hunting.,Interest in Outdoor Activities
ORAIS,0.74,1,Went on a hike.,Interest in Outdoor Activities
ORAIS,0.74,1,Went on a picnic.,Interest in Outdoor Activities
ORAIS,0.74,1,Went swimming.,Interest in Outdoor Activities
ORAIS,0.84,1,Bathed or groomed a pet animal.,Interest in Pets
ORAIS,0.84,1,Cared for a pet animal.,Interest in Pets
ORAIS,0.82,1,Entertained six or more people.,Interest in Pets
ORAIS,0.84,1,Fed a pet animal.,Interest in Pets
ORAIS,0.84,1,Played with a pet animal.,Interest in Pets
ORAIS,0.84,1,Purchased a pet animal.,Interest in Pets
ORAIS,0.7,1,Attended a rally or demonstration.,Interest in Political Activism
ORAIS,0.7,1,Attended a town meeting.,Interest in Political Activism
ORAIS,0.7,1,Donated money to a political campaign or cause.,Interest in Political Activism
ORAIS,0.7,1,Donated money to charity.,Interest in Political Activism
ORAIS,0.7,1,Signed a petition.,Interest in Political Activism
ORAIS,0.7,1,Volunteered for a club or organization.,Interest in Political Activism
ORAIS,0.7,1,Wrote a letter to a newspaper or politician.,Interest in Political Activism
ORAIS,0.56999999999999995,1,Attended a formal dance.,Interest in Romance
ORAIS,0.56999999999999995,1,Dined by candle light.,Interest in Romance
ORAIS,0.56999999999999995,1,Went dancing.,Interest in Romance
ORAIS,0.56999999999999995,1,Went on a date.,Interest in Romance
ORAIS,0.56999999999999995,1,Wore formal clothing.,Interest in Romance
ORAIS,0.56999999999999995,1,Wrote a love letter.,Interest in Romance
ORAIS,0.66,1,Bought a self-help book.,Interest in Self-Improvement
ORAIS,0.66,1,Enrolled in a course of study.,Interest in Self-Improvement
ORAIS,0.66,1,Learned a new skill.,Interest in Self-Improvement
ORAIS,0.66,1,Read a self-help book.,Interest in Self-Improvement
ORAIS,0.66,1,Studied some subject.,Interest in Self-Improvement
ORAIS,0.66,1,Bought something other than groceries.,Interest in Shopping
ORAIS,0.66,1,Checked the sales ads in a newspaper.,Interest in Shopping
ORAIS,0.66,1,Read newspaper ads for non-grocery items.,Interest in Shopping
ORAIS,0.66,1,Shopped on the web.,Interest in Shopping
ORAIS,0.66,1,Spent 10 minutes or more in a non-grocery store.,Interest in Shopping
ORAIS,0.66,1,Spent an hour or more in a non-grocery store.,Interest in Shopping
ORAIS,0.66,1,Used eBay to buy or sell something.,Interest in Shopping
ORAIS,0.69,1,Made an entry on a personal web-page.,Interest in Social Media
ORAIS,0.69,1,Participated in an online discussion group.,Interest in Social Media
ORAIS,0.69,1,Read someone’s personal web-page.,Interest in Social Media
ORAIS,0.69,1,Used a computer for social networking.,Interest in Social Media
ORAIS,0.69,1,Used instant messaging to chat online.,Interest in Social Media
ORAIS,0.79,1,Attended an athletic event.,Interest in Sports
ORAIS,0.79,1,Discussed sports.,Interest in Sports
ORAIS,0.79,1,Played a team sport.,Interest in Sports
ORAIS,0.79,1,Played basketball.,Interest in Sports
ORAIS,0.79,1,Played tennis or golf.,Interest in Sports
ORAIS,0.79,1,Watched a televised sports event.,Interest in Sports
ORAIS,0.79,1,"Stayed in a hotel, motel, or resort.",Interest in Travel
ORAIS,0.79,1,Took a trip.,Interest in Travel
ORAIS,0.79,1,Took travel photographs.,Interest in Travel
ORAIS,0.79,1,Traveled by train or plane.,Interest in Travel
ORAIS,0.79,1,Went on a cruise or tour.,Interest in Travel
ORAIS,0.79,1,Went sightseeing.,Interest in Travel
ORAIS,0.5,1,"Bought a car, truck or motorcycle.",Interest in Vehicles
ORAIS,0.5,1,"Raced a car, truck or motorcycle.",Interest in Vehicles
ORAIS,0.5,1,Read a car magazine or book.,Interest in Vehicles
ORAIS,0.5,1,Rode a motorcycle.,Interest in Vehicles
ORAIS,0.61,1,Recorded a television program.,Interest in Watching Television
ORAIS,0.61,1,Watched a television reality show.,Interest in Watching Television
ORAIS,0.61,1,Watched a television soap opera.,Interest in Watching Television
ORAIS,0.61,1,Watched a television talk show.,Interest in Watching Television
ORAIS,0.61,1,Watched television news.,Interest in Watching Television
ORAIS,0.61,1,Watched television.,Interest in Watching Television
ORAIS,0.61,1,Watched too much television.,Interest in Watching Television
AB5C,0.71,-1,Can't stand being alone.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Do things at my own pace.,Introspection/Private Self-Consciousness
AB5C,0.71,-1,Don't like to ponder over things.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Don't mind eating alone.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Enjoy contemplation.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Enjoy my privacy.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Enjoy spending time by myself.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Have a point of view all my own.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Live in a world of my own.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Prefer to be alone.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Spend time reflecting on things.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Want to be left alone.,Introspection/Private Self-Consciousness
Buss1980,0.81,1,Am constantly reflecting about myself.,Introspection/Private Self-Consciousness
Buss1980,0.81,-1,Don't try to figure myself out.,Introspection/Private Self-Consciousness
Buss1980,0.81,1,Examine my motives constantly.,Introspection/Private Self-Consciousness
Buss1980,0.81,1,Like to get lost in thought.,Introspection/Private Self-Consciousness
Buss1980,0.81,1,Look for hidden meaning in things.,Introspection/Private Self-Consciousness
Buss1980,0.81,-1,Rarely look for a deeper meaning in things.,Introspection/Private Self-Consciousness
Buss1980,0.81,-1,Seldom daydream.,Introspection/Private Self-Consciousness
Buss1980,0.81,-1,Seldom get lost in thought.,Introspection/Private Self-Consciousness
Buss1980,0.81,1,Try to examine myself objectively.,Introspection/Private Self-Consciousness
HPI-HIC,0.78,1,Enjoy examining myself and my life.,Introspection/Private Self-Consciousness
HPI-HIC,0.78,1,Look for hidden meanings in things.,Introspection/Private Self-Consciousness
HPI-HIC,0.78,1,Try to understand myself.,Introspection/Private Self-Consciousness
16PF,0.73,-1,Can't do without the company of others.,Introversion
16PF,0.73,1,Don't mind eating alone.,Introversion
16PF,0.73,-1,Enjoy being part of a group.,Introversion
16PF,0.73,1,Enjoy my privacy.,Introversion
16PF,0.73,1,Enjoy silence.,Introversion
16PF,0.73,1,Enjoy spending time by myself.,Introversion
16PF,0.73,-1,Enjoy teamwork.,Introversion
16PF,0.73,1,Prefer to do things by myself.,Introversion
16PF,0.73,1,Seek quiet.,Introversion
16PF,0.73,1,Want to be left alone.,Introversion
CPI,0.85,-1,Am the life of the party.,Introversion
CPI,0.85,-1,Can talk others into doing things.,Introversion
CPI,0.85,1,Dislike being the center of attention.,Introversion
CPI,0.85,1,Don't like to draw attention to myself.,Introversion
CPI,0.85,-1,Don't mind being the center of attention.,Introversion
CPI,0.85,1,Don't talk a lot.,Introversion
CPI,0.85,1,Keep in the background.,Introversion
CPI,0.85,-1,Seek to influence others.,Introversion
CPI,0.85,-1,Take charge.,Introversion
CPI,0.85,-1,Want to be in charge.,Introversion
IPIP-IPC,.,1,Am a very private person,Introversion
IPIP-IPC,.,1,Am quiet around strangers,Introversion
IPIP-IPC,.,1,Don't talk a lot,Introversion
IPIP-IPC,.,1,Have little to say,Introversion
CAT-PD,"0.83,0.84",1,Am able to read the minds of others.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Believe I have supernatural powers.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Can control objects with my mind.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Can predict the outcome of events.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Can see into the future.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Have the power to cast spells on others.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Use magic to ward off bad thoughts about me.,Irrational Beliefs
CAT-PD,"0.82,0.85",-1,Am a very reliable person.,Irresponsibility
CAT-PD,"0.82,0.85",1,Am not a dependable person.,Irresponsibility
CAT-PD,"0.82,0.85",1,Avoid responsibilities.,Irresponsibility
CAT-PD,"0.82,0.85",1,Cannot be counted on to get things done.,Irresponsibility
CAT-PD,"0.82,0.85",-1,Follow through with my plans.,Irresponsibility
CAT-PD,"0.82,0.85",-1,Keep my appointments.,Irresponsibility
CAT-PD,"0.82,0.85",1,Neglect my duties.,Irresponsibility
MPQ,12,-1,Am often in a bad mood.,Joyfulness
MPQ,12,1,Feel lucky most of the time.,Joyfulness
MPQ,12,-1,Feel that my life lacks direction.,Joyfulness
MPQ,12,-1,Have a dark outlook on the future.,Joyfulness
MPQ,12,1,Have a lot of fun.,Joyfulness
MPQ,12,-1,Have a low opinion of myself.,Joyfulness
MPQ,12,1,Just know that I will be a success.,Joyfulness
MPQ,12,1,Love life.,Joyfulness
MPQ,12,-1,Often feel blue.,Joyfulness
MPQ,12,1,Radiate joy.,Joyfulness
VIA,0.8,1,Am a firm believer in thinking things through.,Judgment/Open-mindedness
VIA,0.8,1,Am valued by my friends for my good judgment.,Judgment/Open-mindedness
VIA,0.8,1,Am valued by others for my objectivity.,Judgment/Open-mindedness
VIA,0.8,-1,Don't tend to think things through critically.,Judgment/Open-mindedness
VIA,0.8,-1,Don't think about different possibilities when making decisions.,Judgment/Open-mindedness
VIA,0.8,0,Don't think about more possibilities than the one I like first.,Judgment/Open-mindedness
VIA,0.8,1,Make decisions only after I have all of the facts.,Judgment/Open-mindedness
VIA,0.8,1,Try to have good reasons for my important decisions.,Judgment/Open-mindedness
VIA,0.8,1,Try to identify the reasons for my actions.,Judgment/Open-mindedness
VIA,0.8,1,Weigh the pro's and the con's.,Judgment/Open-mindedness
VIA,0.72,1,Am never too busy to help a friend.,Kindness/Generosity
VIA,0.72,-1,Am only kind to others if they have been kind to me.,Kindness/Generosity
VIA,0.72,1,Call my friends when they are sick.,Kindness/Generosity
VIA,0.72,1,Get as excited about the good fortunes of others as I am about my own.,Kindness/Generosity
VIA,0.72,-1,Get impatient when others talk to me about their problems.,Kindness/Generosity
VIA,0.72,1,Go out of my way to cheer up people who appear down.,Kindness/Generosity
VIA,0.72,1,Helped a neighbor in the last month.,Kindness/Generosity
VIA,0.72,1,Love to let others share the spotlight.,Kindness/Generosity
VIA,0.72,1,Love to make other people happy.,Kindness/Generosity
VIA,0.72,-1,Try not to do favors for others.,Kindness/Generosity
HPI-HIC,0.8,1,Can handle a lot of information.,Language Mastery
HPI-HIC,0.8,-1,Have a poor vocabulary.,Language Mastery
HPI-HIC,0.8,1,Have a rich vocabulary.,Language Mastery
HPI-HIC,0.8,1,Show a mastery of language.,Language Mastery
HPI-HIC,0.8,1,Use difficult words.,Language Mastery
ORVIS,0.79,1,Be a foreign correspondent,Language Mastery
ORVIS,0.79,1,Be a librarian,Language Mastery
ORVIS,0.79,1,Be a professor of English,Language Mastery
ORVIS,0.79,1,Be a translator or interpreter,Language Mastery
ORVIS,0.79,1,Edit a newspaper,Language Mastery
ORVIS,0.79,1,Keep a diary or journal,Language Mastery
ORVIS,0.79,1,Know many languages,Language Mastery
ORVIS,0.79,1,Make up word puzzles,Language Mastery
ORVIS,0.79,1,Read many books,Language Mastery
ORVIS,0.79,1,Speak fluently on any subject,Language Mastery
6FPQ,0.85,-1,Am not highly motivated to succeed.,Leadership
6FPQ,0.85,-1,Dislike having authority over others.,Leadership
6FPQ,0.85,-1,Dislike taking responsibility for making decisions.,Leadership
6FPQ,0.85,1,Find it easy to manipulate others.,Leadership
6FPQ,0.85,1,Have a strong need for power.,Leadership
6FPQ,0.85,1,Like having authority over others.,Leadership
6FPQ,0.85,1,See myself as a good leader.,Leadership
6FPQ,0.85,1,Try to lead others.,Leadership
6FPQ,0.85,-1,Wait for others to lead the way.,Leadership
6FPQ,0.85,1,Want to be in charge.,Leadership
AB5C,0.82,-1,Am afraid to draw attention to myself.,Leadership
AB5C,0.82,1,Am the first to act.,Leadership
AB5C,0.82,1,Express myself easily.,Leadership
AB5C,0.82,-1,Have difficulty expressing my feelings.,Leadership
AB5C,0.82,-1,Have little to say.,Leadership
AB5C,0.82,1,Know how to captivate people.,Leadership
AB5C,0.82,-1,Let others make the decisions.,Leadership
AB5C,0.82,1,Never at a loss for words.,Leadership
AB5C,0.82,1,Take charge.,Leadership
HPI,0.82,-1,Am easily discouraged.,Leadership
HPI,0.82,-1,Am easily intimidated.,Leadership
HPI,0.82,-1,Find it difficult to approach others.,Leadership
HPI,0.82,-1,Have a low opinion of myself.,Leadership
HPI,0.82,1,Take the initiative.,Leadership
HPI,0.82,1,Think highly of myself.,Leadership
HPI-HIC,0.81,1,Can talk others into doing things.,Leadership
ORVIS,0.87,1,Be a sales or marketing director,Leadership
ORVIS,0.87,1,Be a state governor or senator,Leadership
ORVIS,0.87,1,Be the chief executive of a large company,Leadership
ORVIS,0.87,1,Be the master of ceremonies at a meeting,Leadership
ORVIS,0.87,1,Debate topics in a public meeting,Leadership
ORVIS,0.87,1,Lead other people,Leadership
ORVIS,0.87,1,Make decisions that affect a lot of people,Leadership
ORVIS,0.87,1,Make important things happen,Leadership
ORVIS,0.87,1,Organize a political campaign,Leadership
ORVIS,0.87,1,Persuade others to change their views,Leadership
ORVIS,0.87,1,Plan an advertising campaign,Leadership
ORVIS,0.87,1,Run for political office,Leadership
VIA,0.78,1,Am good at helping people work well together.,Leadership
VIA,0.78,-1,Am not good at planning group activities.,Leadership
VIA,0.78,-1,Am not good at taking charge of a group.,Leadership
VIA,0.78,1,Am told that I am a strong but fair leader.,Leadership
VIA,0.78,0,Believe that leaders should let everyone have a say in what the group does.,Leadership
VIA,0.78,0,Believe that our human nature brings us together to work for common goals.,Leadership
VIA,0.78,-1,Have difficulty getting others to work together.,Leadership
VIA,0.78,0,Treat everyone the same.,Leadership
VIA,0.78,1,Try to make my group members happy.,Leadership
VIA,0.78,1,Try to make sure everyone in a group feels included.,Leadership
CPI,0.85,1,Believe in the importance of art.,Liberalism
CPI,0.85,-1,Believe laws should be strictly enforced.,Liberalism
CPI,0.85,-1,Believe that too much tax money goes to support artists.,Liberalism
CPI,0.85,-1,Believe that we coddle criminals too much.,Liberalism
CPI,0.85,-1,Believe that we should be tough on crime.,Liberalism
CPI,0.85,-1,Do not like art.,Liberalism
CPI,0.85,-1,Like to stand during the national anthem.,Liberalism
CPI,0.85,-1,Tend to vote for conservative political candidates.,Liberalism
CPI,0.85,1,Tend to vote for liberal political candidates.,Liberalism
NEO,0.86,-1,Believe in one true religion.,Liberalism
NEO,0.86,1,Believe that criminals should receive help rather than punishment.,Liberalism
NEO,0.86,1,Believe that there is no absolute right or wrong.,Liberalism
HEXACO_PI,0.82,1,Am usually active and full of energy.,Liveliness
HEXACO_PI,0.82,1,Feel healthy and vibrant most of the time.,Liveliness
HEXACO_PI,0.82,1,Feel that I have a lot of inner strength.,Liveliness
HEXACO_PI,0.82,1,Have a lot of fun.,Liveliness
HEXACO_PI,0.82,1,Have great stamina.,Liveliness
HEXACO_PI,0.82,1,Laugh a lot.,Liveliness
HEXACO_PI,0.82,1,Maintain high energy throughout the day.,Liveliness
HEXACO_PI,0.82,-1,Often feel blue.,Liveliness
HEXACO_PI,0.82,1,Smile a lot.,Liveliness
HEXACO_PI,0.82,-1,Tire out quickly.,Liveliness
Levenson1981,0.86,1,Act comfortably with others.,Locus of Control
Levenson1981,0.86,-1,Am less capable than most people.,Locus of Control
Levenson1981,0.86,-1,Believe some people are born lucky.,Locus of Control
Levenson1981,0.86,1,Believe that my success depends on ability rather than luck.,Locus of Control
Levenson1981,0.86,-1,Believe that the world is controlled by a few powerful people.,Locus of Control
Levenson1981,0.86,-1,Believe that unfortunate events occur because of bad luck.,Locus of Control
Levenson1981,0.86,1,Come up with good solutions.,Locus of Control
Levenson1981,0.86,-1,Dislike myself.,Locus of Control
Levenson1981,0.86,-1,Dislike taking responsibility for making decisions.,Locus of Control
Levenson1981,0.86,1,Feel comfortable with myself.,Locus of Control
Levenson1981,0.86,-1,Feel that I'm unable to deal with things.,Locus of Control
Levenson1981,0.86,-1,Feel that my life lacks direction.,Locus of Control
Levenson1981,0.86,1,Feel up to any task.,Locus of Control
Levenson1981,0.86,-1,Habitually blow my chances.,Locus of Control
Levenson1981,0.86,1,Just know that I will be a success.,Locus of Control
Levenson1981,0.86,1,Like to take responsibility for making decisions.,Locus of Control
Levenson1981,0.86,1,Love life.,Locus of Control
Levenson1981,0.86,1,Make a decision and move on.,Locus of Control
Levenson1981,0.86,-1,See difficulties everywhere.,Locus of Control
Levenson1981,0.86,1,Take the initiative.,Locus of Control
Levenson1981,0.72,1,Am not sure where my life is going.,"Locus of Control,Chance"
Levenson1981,0.72,1,Am resigned to my fate.,"Locus of Control,Chance"
Levenson1981,0.72,1,Believe in the power of fate.,"Locus of Control,Chance"
Levenson1981,0.72,1,Believe some people are born lucky.,"Locus of Control,Chance"
Levenson1981,0.72,-1,Believe that my success depends on ability rather than luck.,"Locus of Control,Chance"
Levenson1981,0.72,1,Believe that unfortunate events occur because of bad luck.,"Locus of Control,Chance"
Levenson1981,0.72,-1,Come up with good solutions.,"Locus of Control,Chance"
Levenson1981,0.72,-1,Feel comfortable with myself.,"Locus of Control,Chance"
Levenson1981,0.72,1,Feel that my life lacks direction.,"Locus of Control,Chance"
Levenson1981,0.72,-1,Just know that I will be a success.,"Locus of Control,Chance"
Levenson1981,0.81,1,Believe that the world is controlled by a few powerful people.,"Locus of Control,External"
Levenson1981,0.81,1,Dislike myself.,"Locus of Control,External"
Levenson1981,0.81,-1,Feel comfortable around people.,"Locus of Control,External"
Levenson1981,0.81,-1,Feel comfortable with myself.,"Locus of Control,External"
Levenson1981,0.81,1,Feel short-changed in life.,"Locus of Control,External"
Levenson1981,0.81,1,Feel that my life lacks direction.,"Locus of Control,External"
Levenson1981,0.81,-1,Just know that I will be a success.,"Locus of Control,External"
Levenson1981,0.81,-1,Know how to enjoy myself.,"Locus of Control,External"
Levenson1981,0.81,1,Remember my failures more easily than my successes.,"Locus of Control,External"
Levenson1981,0.81,1,See difficulties everywhere.,"Locus of Control,External"
Levenson1981,0.71,1,Always know why I do things.,"Locus of Control,Internal"
Levenson1981,0.71,1,Believe that by working hard a person can achieve anything.,"Locus of Control,Internal"
Levenson1981,0.71,1,Believe that events in my life are determined only by me.,"Locus of Control,Internal"
Levenson1981,0.71,1,Believe that my success depends on ability rather than luck.,"Locus of Control,Internal"
Levenson1981,0.71,-1,Believe that unfortunate events occur because of bad luck.,"Locus of Control,Internal"
Levenson1981,0.71,-1,Can't stand on my own.,"Locus of Control,Internal"
Levenson1981,0.71,1,Feel comfortable with myself.,"Locus of Control,Internal"
Levenson1981,0.71,-1,Feel that my life lacks direction.,"Locus of Control,Internal"
Levenson1981,0.71,1,Just know that I will be a success.,"Locus of Control,Internal"
Levenson1981,0.71,-1,See difficulties everywhere.,"Locus of Control,Internal"
Levenson1981,0.61,-1,Believe in the power of fate.,"Locus of Control,Rational"
Levenson1981,0.61,-1,Believe some people are born lucky.,"Locus of Control,Rational"
Levenson1981,0.61,1,Believe that my success depends on ability rather than luck.,"Locus of Control,Rational"
Levenson1981,0.61,-1,Believe that the world is controlled by a few powerful people.,"Locus of Control,Rational"
Levenson1981,0.61,-1,Believe that unfortunate events occur because of bad luck.,"Locus of Control,Rational"
ORAIS,0.61,1,Looked something up in an encyclopedia.,Love of Learning
ORAIS,0.61,1,Looked up a word in a dictionary.,Love of Learning
ORAIS,0.61,1,Read a news magazine.,Love of Learning
ORAIS,0.61,1,Read poetry.,Love of Learning
ORAIS,0.61,1,Read the editorial page of a newspaper.,Love of Learning
ORAIS,0.61,1,Watched an educational channel on TV.,Love of Learning
VIA,0.77,1,Am a true life-long learner.,Love of Learning
VIA,0.77,1,Am thrilled when I learn something new.,Love of Learning
VIA,0.77,1,Consult the library or the Internet immediately if I want to know something.,Love of Learning
VIA,0.77,-1,Do not like to visit museums.,Love of Learning
VIA,0.77,-1,Don't like to learn new things.,Love of Learning
VIA,0.77,-1,Don't read nonfiction books for fun.,Love of Learning
VIA,0.77,1,Go out of my way to attend educational events.,Love of Learning
VIA,0.77,1,Look forward to the opportunity to learn and grow.,Love of Learning
VIA,0.77,1,Read a large variety of books.,Love of Learning
VIA,0.77,1,Read all the time.,Love of Learning
HPI-HIC,0.8,-1,Avoid difficult reading material.,Love of Reading
HPI-HIC,0.8,1,Have read a lot.,Love of Reading
HPI-HIC,0.8,1,Like to read.,Love of Reading
HPI-HIC,0.8,1,Read quickly.,Love of Reading
HPI-HIC,0.8,-1,Read slowly.,Love of Reading
HPI-HIC,0.8,1,Spend a lot of time reading.,Love of Reading
ORAIS,0.75,1,Bought a book.,Love of Reading
ORAIS,0.75,1,Read a book.,Love of Reading
ORAIS,0.75,1,Read an entire book in one sitting.,Love of Reading
ORAIS,0.75,1,Read in bed before going to sleep.,Love of Reading
ORAIS,0.75,1,Visited a public library.,Love of Reading
JPI,0.79,1,Can talk others into doing things.,Machiavellianism
JPI,0.79,-1,Find it difficult to manipulate others.,Machiavellianism
JPI,0.79,1,Find it easy to manipulate others.,Machiavellianism
JPI,0.79,-1,Hate being the center of attention.,Machiavellianism
JPI,0.79,1,Have a natural talent for influencing people.,Machiavellianism
JPI,0.79,-1,Lack the talent for influencing people.,Machiavellianism
CAT-PD,"0.88,0.85",-1,Am an honest person.,Manipulativeness
CAT-PD,"0.88,0.85",1,Cheat to get ahead.,Manipulativeness
CAT-PD,"0.88,0.85",1,Deceive people.,Manipulativeness
CAT-PD,"0.88,0.85",1,Have exploited others for my own gain.,Manipulativeness
CAT-PD,"0.88,0.85",1,Like to trick people into doing things for me.,Manipulativeness
CAT-PD,"0.88,0.85",1,Take advantage of others.,Manipulativeness
6FPQ,0.78,-1,Act without planning.,Methodicalness
6FPQ,0.78,1,Am always prepared.,Methodicalness
6FPQ,0.78,1,Am exacting in my work.,Methodicalness
6FPQ,0.78,-1,Am not bothered by disorder.,Methodicalness
6FPQ,0.78,-1,Leave things unfinished.,Methodicalness
6FPQ,0.78,1,Like order.,Methodicalness
6FPQ,0.78,-1,Make a mess of things.,Methodicalness
6FPQ,0.78,-1,Mess things up.,Methodicalness
6FPQ,0.78,1,Pay attention to details.,Methodicalness
6FPQ,0.78,1,Want everything to be just right.,Methodicalness
CAT-PD,"0.83,0.88",-1,Am pretty trusting of others' motives.,Mistrust
CAT-PD,"0.83,0.88",-1,Believe that people are basically honest and good.,Mistrust
CAT-PD,"0.83,0.88",1,"Believe that, sooner or later, people always let you down.",Mistrust
CAT-PD,"0.83,0.88",1,Feel like people often are out to get something from me.,Mistrust
CAT-PD,"0.83,0.88",1,Feel that others are out to get me.,Mistrust
CAT-PD,"0.83,0.88",1,Suspect hidden motives in others.,Mistrust
AB5C,0.76,1,Am able to control my cravings.,Moderation
AB5C,0.76,-1,Am guided by my moods.,Moderation
AB5C,0.76,-1,Am not sure where my life is going.,Moderation
AB5C,0.76,-1,Can't concentrate.,Moderation
AB5C,0.76,-1,Do things I later regret.,Moderation
AB5C,0.76,-1,Don't know why I do some of the things I do.,Moderation
AB5C,0.76,1,Easily resist temptations.,Moderation
AB5C,0.76,-1,Get out of control.,Moderation
AB5C,0.76,1,Rarely overindulge.,Moderation
AB5C,0.76,1,Remain calm under pressure.,Moderation
HEXACO_PI,0.81,1,Am just an ordinary person.,Modesty/Humility
HEXACO_PI,0.81,-1,Am likely to show off if I get the chance.,Modesty/Humility
HEXACO_PI,0.81,-1,Am more capable than most others.,Modesty/Humility
HEXACO_PI,0.81,-1,Believe that I am better than others.,Modesty/Humility
HEXACO_PI,0.81,-1,Boast about my virtues.,Modesty/Humility
HEXACO_PI,0.81,1,Consider myself an average person.,Modesty/Humility
HEXACO_PI,0.81,1,Don't think that I'm better than other people.,Modesty/Humility
HEXACO_PI,0.81,-1,Like to attract attention.,Modesty/Humility
HEXACO_PI,0.81,1,See myself as an average person.,Modesty/Humility
HEXACO_PI,0.81,-1,Would like to have more power than other people.,Modesty/Humility
NEO,0.77,1,Dislike being the center of attention.,Modesty/Humility
NEO,0.77,1,Dislike talking about myself.,Modesty/Humility
NEO,0.77,-1,Have a high opinion of myself.,Modesty/Humility
NEO,0.77,-1,Know the answers to many questions.,Modesty/Humility
NEO,0.77,-1,Make myself the center of attention.,Modesty/Humility
NEO,0.77,1,Seldom toot my own horn.,Modesty/Humility
NEO,0.77,-1,Think highly of myself.,Modesty/Humility
VIA,0.7,1,Am humble about the good things that have happened to me.,Modesty/Humility
VIA,0.7,1,Am proud that I am an ordinary person.,Modesty/Humility
VIA,0.7,1,Believe that others are drawn to me because I am humble.,Modesty/Humility
VIA,0.7,1,Don't act is if I'm a special person.,Modesty/Humility
VIA,0.7,1,Don't brag about my accomplishments.,Modesty/Humility
